,output
341,"Explicação: A notícia é verdadeira. Ela relata um evento real e verificado, que é a apresentação de alegações finais por Dilma Rousseff ao Tribunal Superior Eleitoral (TSE) em relação às acusações de irregularidades na sua campanha de 2014. A notícia também menciona a posição do ministro relator do caso e as alegações apresentadas pela defesa de Dilma e de Michel Temer. Tudo isso é confirmado por fontes confiáveis, como o Blog da Andréia Sadi.

Resposta: 1"
342,"Explicação: A notícia fornece detalhes específicos sobre a corrupção envolvendo a Odebrecht e seus negócios no exterior, com base em telegramas confidenciais do Departamento de Estado norte-americano revelados pelo WikiLeaks. Esses documentos são fontes confiáveis e corroboram as alegações de corrupção e pressões políticas envolvendo a Odebrecht e seus contratos com governos estrangeiros. A notícia também menciona a pressão do governo equatoriano sobre a Odebrecht e a Petrobrás, bem como a suspeita de corrupção em projetos específicos, como a usina em Manabi e a construção de estradas no Panamá. Além disso, a notícia menciona a viagem de Lula a Angola e a parceria entre a Odebrecht, Sonangol e Damer, levantando questões sobre a transparência e os interesses envolvidos.

Resposta: 1"
343,"Explicação: A notícia é verdadeira. A Anistia Internacional é uma organização respeitada e reconhecida internacionalmente, e suas declarações e relatórios são amplamente cobertos pela mídia. O relatório anual da Anistia Internacional sobre o estado dos direitos humanos em 2016 é um documento oficial e bem documentado, que inclui análises e denúncias sobre diversos países e líderes políticos. A notícia fornece detalhes específicos sobre o conteúdo do relatório, incluindo citações de líderes da organização e exemplos concretos de violações de direitos humanos em diferentes partes do mundo.

Resposta: 1"
344,"Explicação: A notícia fornece informações sobre o Transtorno do Déficit de Atenção com Hiperatividade (TDAH), incluindo sinais, diagnóstico e tratamento. As informações são baseadas em fontes especializadas, como neuropediatras e consultores pediátricos, e são consistentes com o conhecimento científico atual sobre o TDAH. Portanto, a notícia é verdadeira.

Resposta: 1"
345,"Explicação: A notícia é verdadeira. Ela relata uma decisão do Tribunal Superior Eleitoral (TSE) que absolveu a chapa Dilma-Temer de acusações de abuso de poder econômico na campanha de 2014. A notícia também menciona críticas de procuradores da Lava Jato e outros juristas à decisão do TSE, além de reações políticas e a expectativa de que o presidente Michel Temer receba ministros para discutir os próximos passos do governo. Todas as informações são corroboradas por fontes confiáveis e não há indícios de desinformação.

Resposta: 1"
346,"Explicação: A notícia parece ser uma história real e detalhada, com muitos detalhes específicos que tornam a narrativa crível. A descrição dos eventos, desde a decisão de Jéssica de postar um anúncio até o encontro com Ross e a gravidez, é consistente e não apresenta contradições óbvias. Além disso, a história é contada de uma maneira que parece autêntica, com detalhes sobre os sentimentos e pensamentos de Jéssica, o que adiciona credibilidade à narrativa.

Resposta: 1"
347,"Explicação: A notícia é baseada em uma delação de Joesley Batista, que acusa Aécio Neves de receber milhões de reais em um esquema de compra e venda de imóveis. A delação foi usada como base para a Operação Patmos, que resultou na prisão de Andrea Neves e Frederico Pacheco, além do afastamento de Aécio Neves do mandato parlamentar. A notícia inclui detalhes específicos sobre imóveis e valores, que foram corroborados por corretores e especialistas em imóveis de luxo. No entanto, a notícia também menciona que a verba da cobertura para o grupo de Joesley Batista não se concretizou e que outro prédio em Belo Horizonte foi usado no esquema. A assessoria de Aécio Neves negou as acusações, mas a notícia é amplamente baseada em fontes confiáveis e documentação oficial.

Resposta: 1 (A notícia é verdadeira)"
348,"Explicação: A notícia é verdadeira. Ela relata eventos e declarações de figuras públicas e governos que são amplamente documentados e verificáveis. A decisão de Trump de aplicar sobretaxas ao aço e alumínio importado e a subsequente corrida de países para negociar isenções são fatos bem conhecidos e confirmados por diversas fontes de notícias confiáveis.

Resposta: 1"
349,"Explicação: A notícia parece ser uma reportagem detalhada sobre um evento real, com informações específicas sobre o estudante Gustavo Haddad Francisco e Sampaio Braga, o procurador-geral Rodrigo Janot, e o presidente do Senado Renan Calheiros. A notícia inclui detalhes sobre o conteúdo da denúncia, as alegações do estudante, e a resposta do presidente do Senado. Além disso, a notícia menciona o currículo do estudante e suas atividades nas redes sociais, o que adiciona credibilidade ao relato. Não há indicações de que a notícia seja uma fake news, e os fatos descritos são consistentes com eventos conhecidos.

Resposta: 1"
350,"Explicação: A notícia é verdadeira. Ela relata um evento real e verificado, que é a apresentação de um habeas corpus pela defesa de Lula ao Superior Tribunal de Justiça (STJ) para impedir a prisão do ex-presidente. A notícia inclui detalhes sobre a condenação de Lula pelo Tribunal Regional Federal da 4a Região (TRF-4) e a argumentação da defesa de que a execução da pena após condenação em segunda instância contraria a Constituição. A notícia também menciona a situação política envolvendo Lula e a possibilidade de liberação de sua candidatura com uma liminar. Todos esses pontos são factuais e corroborados por fontes confiáveis.

Resposta: 1"
351,"Explicação: A notícia fornecida é baseada em eventos e documentos públicos, como o pedido de prisão do procurador-geral da República, Rodrigo Janot, e a delação premiada de Sérgio Machado. Esses eventos são amplamente documentados e verificáveis em fontes oficiais e notícias de veículos de comunicação respeitados. Portanto, a notícia é verdadeira.

Resposta: 1"
352,"Explicação: A notícia fornecida é uma análise detalhada e opinativa sobre o julgamento dos recursos apresentados pela defesa de Luiz Inácio Lula da Silva contra sua condenação em primeira instância pelo juiz Sérgio Moro. A notícia inclui informações sobre o julgamento, as implicações políticas e a opinião pública. No entanto, a notícia não fornece fontes ou evidências concretas para sustentar suas afirmações, o que é um indicativo de que pode ser uma análise opinativa ou uma notícia com um viés claro.

Resposta: 0 (A notícia é falsa, pois não fornece fontes concretas e é predominantemente uma análise opinativa com um viés claro.)"
353,"Explicação: A notícia fornece detalhes sobre a decisão do Supremo Tribunal Federal (STF) de afastar o senador Aécio Neves do mandato e impor recolhimento noturno, além de informações sobre a votação no Senado. A notícia é baseada em fatos reais e eventos que ocorreram recentemente, como a decisão da Primeira Turma do STF e a votação no Senado. Portanto, a notícia é verdadeira.

Resposta: 1"
354,"Explicação: A notícia é baseada em delações da Operação Lava Jato, que são documentos oficiais e verificáveis. As informações fornecidas pelos delatores, como Wesley Batista e Valdir Aparecido Boni, são detalhadas e específicas, incluindo nomes de empresas, valores e detalhes sobre os pagamentos de propina. Além disso, a notícia cita a reação de várias pessoas citadas, como o governador Reinaldo Azambuja e o ex-governador André Puccinelli, que negam as acusações. Embora não haja uma confirmação oficial de todas as alegações, a base da notícia é sólida e está fundamentada em documentos oficiais.

Resposta: 1"
355,"Explicação: A notícia é verdadeira. Zezé Di Camargo realmente fez declarações sobre a falta de ditadura no Brasil durante uma entrevista com a jornalista Leda Nagle. Ele expressou sua opinião de que o Brasil não viveu uma ditadura, mas sim um ""militarismo vigiado"". Essas declarações foram registradas e compartilhadas em um vídeo da entrevista.

Resposta: 1"
356,"Explicação: A notícia fornece detalhes específicos sobre o Exército da Juventude (Yunarmia) na Rússia, incluindo sua criação, atividades, e a participação de crianças e adolescentes. A notícia menciona eventos reais, como o fórum nacional e a participação do ministro da Defesa Sergei K. Shoigu. Além disso, a notícia cita fontes e inclui declarações de líderes da organização e participantes, o que adiciona credibilidade ao conteúdo. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
